,name,github_id,labels,category,github_url,homepage,updated_github_id,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,projectrank,show,projectrank_placing,trending
13,best-of-ml-rust,e-tornike/best-of-ml-rust,,data-engineering,https://github.com/e-tornike/best-of-ml-rust,https://github.com/e-tornike/best-of-ml-rust,,CC-BY-SA-4.0,2021-02-09 10:37:33,2026-05-01 10:28:38,2025-11-26 20:58:25,211,,24.0,12.0,140.0,57.0,,498,2024-12-02 23:59:31,2024.12.01,31.0,A ranked list of awesome machine learning Rust libraries.,4,13,True,3,
14,best-of-digital-identity,jruizaranguren/best-of-digital-identity,,internet,https://github.com/jruizaranguren/best-of-digital-identity,https://github.com/jruizaranguren/best-of-digital-identity,,CC-BY-SA-4.0,2023-04-12 09:58:39,2026-05-07 19:50:00,2026-05-03 16:50:36,396,25.0,16.0,8.0,183.0,,2.0,178,2026-05-03 16:51:00,2026.04.30,88.0,A ranked list of awesome Digital Identity open source projects.,7,13,True,1,
15,thumbor/awesome-thumbor,thumbor/awesome-thumbor,,others,https://github.com/thumbor/awesome-thumbor,https://github.com/thumbor/awesome-thumbor,,CC-BY-SA-4.0,2022-01-23 23:37:02,2026-05-06 21:12:49,2026-05-03 20:43:39,1475,86.0,4.0,4.0,1570.0,1.0,,81,2022-01-23 23:40:03,2022.01.23,1.0,"Everything thumbor, awesomely curated & updated weekly.",5,13,True,1,
16,best-of-nix,tolkonepiu/best-of-nix,,programming-languages,https://github.com/tolkonepiu/best-of-nix,https://github.com/tolkonepiu/best-of-nix,,CC-BY-SA-4.0,2025-05-11 01:41:28,2026-05-04 02:13:17,2026-05-04 02:13:15,173,36.0,2.0,3.0,85.0,,,60,2026-05-04 02:13:28,2026.05.04,55.0,A ranked list of the best resources in the Nix community. Updated weekly.,5,12,True,3,
17,best-of-react,lukasmasuch/best-of-react,['javascript'],web-dev,https://github.com/lukasmasuch/best-of-react,https://github.com/lukasmasuch/best-of-react,,CC-BY-SA-4.0,2021-02-21 12:52:27,2025-08-28 08:50:49,2025-08-28 08:50:49,375,,123.0,17.0,194.0,3.0,2.0,1063,2024-06-06 15:57:19,2024.06.06,100.0,A ranked list of awesome React open-source libraries and tools. Updated weekly.,9,11,True,2,
18,best-of-django,fkromer/best-of-django,['python'],web-dev,https://github.com/fkromer/best-of-django,https://github.com/fkromer/best-of-django,,CC-BY-SA-4.0,2022-10-04 19:22:03,2026-05-02 08:55:38,2026-05-02 08:55:36,404,6.0,15.0,2.0,95.0,,,134,,,,A ranked list of awesome Django related Python packages.,3,9,True,3,
19,best-of-fastapi,fkromer/best-of-fastapi,['python'],web-dev,https://github.com/fkromer/best-of-fastapi,https://github.com/fkromer/best-of-fastapi,,CC-BY-SA-4.0,2022-11-27 14:22:10,2026-05-07 18:43:46,2026-04-30 20:02:28,197,13.0,1.0,2.0,175.0,,,48,,,,List of automatically rated Python packages for FastAPI.,3,9,True,3,1.0
20,best-of-ml-julia,e-tornike/best-of-ml-julia,,data-engineering,https://github.com/e-tornike/best-of-ml-julia,https://github.com/e-tornike/best-of-ml-julia,,CC-BY-SA-4.0,2021-02-09 10:50:31,2021-11-15 12:28:02,2021-09-16 07:59:38,44,,3.0,3.0,39.0,9.0,,24,2021-05-10 14:35:56,2021.05.10,3.0,A ranked list of awesome machine learning Julia libraries.,2,8,False,3,
21,best-of-ps,jinningwang/best-of-ps,,others,https://github.com/jinningwang/best-of-ps,https://github.com/jinningwang/best-of-ps,,CC-BY-SA-4.0,2025-05-22 12:32:43,2026-03-24 04:23:41,2025-08-28 20:33:03,567,,1.0,,,,,19,,,,A weekly updated ranked list of popular open-source libraries and tools for Power System Analysis.,7,8,True,3,
22,best-of-rust-on-embedded-linux,fkromer/best-of-rust-on-embedded-linux,,embedded-dev,https://github.com/fkromer/best-of-rust-on-embedded-linux,https://github.com/fkromer/best-of-rust-on-embedded-linux,,CC-BY-SA-4.0,2025-04-22 18:53:52,2026-05-07 18:31:46,2026-04-30 20:03:07,193,27.0,2.0,1.0,62.0,,,13,,,,A ranked list of awesome Rust crates and projects suitable for the embedded Linux/Unix domain.,4,8,True,1,
23,best-of-react-native,fkromer/best-of-react-native,,native-dev,https://github.com/fkromer/best-of-react-native,https://github.com/fkromer/best-of-react-native,,CC-BY-SA-4.0,2023-04-30 19:12:38,2025-05-22 19:33:45,2025-05-22 19:33:45,216,,2.0,1.0,100.0,,,9,,,,List of automatically rated React Native projects.,2,5,True,1,
24,best-of-vue,fkromer/best-of-vue,['javascript'],web-dev,https://github.com/fkromer/best-of-vue,https://github.com/fkromer/best-of-vue,,CC-BY-SA-4.0,2022-12-03 16:39:34,2025-05-22 19:34:26,2025-05-22 19:34:26,175,,,1.0,136.0,,,6,,,,List of automatically rated Vue projects.,2,5,True,3,
